ITPASS: InstantTrack AOS/LOS Finder Version 0.88
Copyright 1989-2004 Paul Williamson, KB5MU

Passes starting:     8 May 25 01:33:47 PDT
     At station:    Bombay

    Satellite         AOS Time (PDT)      LOS Time (PDT)    Max El
EO-79               10 May 25 15:49:21  10 May 25 16:00:27    24ø
EO-79               10 May 25 17:24:12  10 May 25 17:33:50    12ø
EO-79               11 May 25 03:54:21  11 May 25 04:06:20    64ø
EO-79               11 May 25 05:31:55  11 May 25 05:37:45     3ø
EO-79               11 May 25 15:40:49  11 May 25 15:51:26    18ø
EO-79               11 May 25 17:15:10  11 May 25 17:25:29    17ø
EO-79               12 May 25 03:45:41  12 May 25 03:57:31    46ø
EO-79               12 May 25 05:22:14  12 May 25 05:29:48     5ø
EO-79               12 May 25 15:32:21  12 May 25 15:42:18    13ø
EO-79               12 May 25 17:06:10  12 May 25 17:17:01    22ø
EO-79               13 May 25 03:37:03  13 May 25 03:48:37    33ø
EO-79               13 May 25 05:12:47  13 May 25 05:21:35     8ø

EO-80                8 May 25 02:32:52   8 May 25 02:43:27    18ø
EO-80                8 May 25 04:07:13   8 May 25 04:17:48    17ø
EO-80                8 May 25 14:21:29   8 May 25 14:27:55     4ø
EO-80                8 May 25 15:53:20   8 May 25 16:05:16    58ø
EO-80                9 May 25 02:26:32   9 May 25 02:36:39    14ø
EO-80                9 May 25 04:00:24   9 May 25 04:11:24    21ø
EO-80                9 May 25 14:15:42   9 May 25 14:20:25     2ø
EO-80                9 May 25 15:46:42   9 May 25 15:58:42    75ø
EO-80               10 May 25 02:20:15  10 May 25 02:29:48    11ø
EO-80               10 May 25 03:53:36  10 May 25 04:04:55    27ø
EO-80               10 May 25 15:40:04  10 May 25 15:52:06    84ø
EO-80               10 May 25 17:17:46  10 May 25 17:22:14     2ø
EO-80               11 May 25 02:14:01  11 May 25 02:22:51     9ø
EO-80               11 May 25 03:46:50  11 May 25 03:58:24    34ø
EO-80               11 May 25 15:33:26  11 May 25 15:45:26    65ø
EO-80               11 May 25 17:10:21  11 May 25 17:16:29     3ø
EO-80               12 May 25 02:07:50  12 May 25 02:15:49     6ø
EO-80               12 May 25 03:40:00  12 May 25 03:51:49    43ø
EO-80               12 May 25 15:26:48  12 May 25 15:38:42    50ø
EO-80               12 May 25 17:03:08  12 May 25 17:10:30     5ø
EO-80               13 May 25 02:01:45  13 May 25 02:08:40     4ø
EO-80               13 May 25 03:33:15  13 May 25 03:45:11    56ø
EO-80               13 May 25 15:20:10  13 May 25 15:31:56    39ø

AO-85                8 May 25 02:15:33   8 May 25 02:22:28     3ø
AO-85                8 May 25 03:50:38   8 May 25 04:05:47    73ø
AO-85                8 May 25 05:32:44   8 May 25 05:43:52     9ø
AO-85                8 May 25 14:11:17   8 May 25 14:23:03    34ø
AO-85                8 May 25 15:52:16   8 May 25 16:00:53     8ø
AO-85                9 May 25 02:29:09   9 May 25 02:41:06    13ø
AO-85                9 May 25 04:07:03   9 May 25 04:22:02    49ø
AO-85                9 May 25 05:52:28   9 May 25 05:57:53     2ø
AO-85                9 May 25 12:50:12   9 May 25 12:56:37     3ø
AO-85                9 May 25 14:27:27   9 May 25 14:39:32    73ø
AO-85               10 May 25 02:44:11  10 May 25 02:58:23    29ø
AO-85               10 May 25 04:24:04  10 May 25 04:37:54    23ø
AO-85               10 May 25 13:04:58  10 May 25 13:15:03    12ø
AO-85               10 May 25 14:44:06  10 May 25 14:55:21    25ø
AO-85               11 May 25 01:25:12  11 May 25 01:31:25     2ø
AO-85               11 May 25 02:59:57  11 May 25 03:15:03    68ø
AO-85               11 May 25 04:41:52  11 May 25 04:53:16    10ø
AO-85               11 May 25 13:20:36  11 May 25 13:32:17    31ø
AO-85               11 May 25 15:01:25  11 May 25 15:10:18     9ø
AO-85               12 May 25 01:38:34  12 May 25 01:50:16    12ø
AO-85               12 May 25 03:16:18  12 May 25 03:31:19    53ø
AO-85               12 May 25 05:01:20  12 May 25 05:07:28     2ø
AO-85               12 May 25 11:59:41  12 May 25 12:05:36     3ø

IO-86                8 May 25 01:44:37   8 May 25 01:47:48     1ø
IO-86                8 May 25 05:14:51   8 May 25 05:16:07     0ø
IO-86                8 May 25 06:57:22   8 May 25 07:02:45     2ø
IO-86                8 May 25 08:40:24   8 May 25 08:48:30     5ø
IO-86                8 May 25 10:23:51   8 May 25 10:33:42     8ø
IO-86                8 May 25 12:07:21   8 May 25 12:18:27    12ø
IO-86                8 May 25 13:51:05   8 May 25 14:02:52    15ø
IO-86                8 May 25 15:35:02   8 May 25 15:47:02    16ø
IO-86                8 May 25 17:19:12   8 May 25 17:31:00    15ø
IO-86                8 May 25 19:03:39   8 May 25 19:14:45    12ø
IO-86                8 May 25 20:48:28   8 May 25 20:58:15     8ø
IO-86                8 May 25 22:33:45   8 May 25 22:41:32     4ø
IO-86                9 May 25 00:19:30   9 May 25 00:24:34     2ø
IO-86                9 May 25 05:34:02   9 May 25 05:37:46     1ø
IO-86                9 May 25 07:16:57   9 May 25 07:23:50     3ø
IO-86                9 May 25 09:00:18   9 May 25 09:09:17     6ø
IO-86                9 May 25 10:43:41   9 May 25 10:54:14    10ø
IO-86                9 May 25 12:27:19   9 May 25 12:38:48    14ø
IO-86                9 May 25 14:11:10   9 May 25 14:23:05    16ø
IO-86                9 May 25 15:55:13   9 May 25 16:07:09    16ø
IO-86                9 May 25 17:39:31   9 May 25 17:51:00    13ø
IO-86                9 May 25 19:24:08   9 May 25 19:34:38    10ø
IO-86                9 May 25 21:09:10   9 May 25 21:18:02     6ø

AO-91                8 May 25 08:02:37   8 May 25 08:12:38    11ø
AO-91                8 May 25 09:36:10   8 May 25 09:48:32    33ø
AO-91                8 May 25 20:09:36   8 May 25 20:21:24    26ø
AO-91                8 May 25 21:45:00   8 May 25 21:55:23    13ø
AO-91                9 May 25 07:59:28   9 May 25 08:09:00     9ø
AO-91                9 May 25 09:32:47   9 May 25 09:45:10    37ø
AO-91                9 May 25 20:06:15   9 May 25 20:17:59    24ø
AO-91                9 May 25 21:41:24   9 May 25 21:52:10    15ø
AO-91               10 May 25 07:56:17  10 May 25 08:05:19     8ø
AO-91               10 May 25 09:29:22  10 May 25 09:41:46    41ø
AO-91               10 May 25 20:02:53  10 May 25 20:14:32    22ø
AO-91               10 May 25 21:37:47  10 May 25 21:48:54    17ø
AO-91               11 May 25 07:53:07  11 May 25 08:01:33     7ø
AO-91               11 May 25 09:25:56  11 May 25 09:38:19    45ø
AO-91               11 May 25 19:59:30  11 May 25 20:11:02    20ø
AO-91               11 May 25 21:34:08  11 May 25 21:45:34    19ø
AO-91               12 May 25 07:49:57  12 May 25 07:57:43     5ø
AO-91               12 May 25 09:22:27  12 May 25 09:34:50    50ø
AO-91               12 May 25 19:56:05  12 May 25 20:07:29    18ø
AO-91               12 May 25 21:30:29  12 May 25 21:42:13    22ø
AO-91               13 May 25 07:46:47  13 May 25 07:53:48     4ø
AO-91               13 May 25 09:18:57  13 May 25 09:31:18    56ø
AO-91               13 May 25 19:52:38  13 May 25 20:03:53    17ø

AO-95               Up Now!              8 May 25 01:54:42    31ø
AO-95                8 May 25 15:55:00   9 May 25 04:08:48    71ø
AO-95                9 May 25 16:17:35  10 May 25 04:31:22    71ø
AO-95               10 May 25 16:40:09  11 May 25 04:53:56    71ø
AO-95               11 May 25 17:02:44  12 May 25 05:16:31    71ø
AO-95               12 May 25 17:25:18  13 May 25 05:39:05    71ø
AO-95               13 May 25 17:47:52  14 May 25 06:01:40    71ø
AO-95               14 May 25 18:10:27  15 May 25 06:24:14    71ø
AO-95               15 May 25 18:33:01  16 May 25 06:46:48    71ø
AO-95               16 May 25 18:55:36  17 May 25 07:09:23    71ø
AO-95               17 May 25 19:18:10  18 May 25 07:31:57    71ø
AO-95               18 May 25 19:40:44  19 May 25 03:56:54    71ø
AO-95               19 May 25 17:57:13  20 May 25 06:11:00    71ø
AO-95               20 May 25 18:19:47  21 May 25 06:33:35    71ø
AO-95               21 May 25 18:42:22  22 May 25 06:56:09    71ø
AO-95               22 May 25 19:04:56  23 May 25 07:18:43    71ø
AO-95               23 May 25 19:27:31  24 May 25 07:41:18    71ø
AO-95               24 May 25 19:50:05  25 May 25 08:03:52    71ø
AO-95               25 May 25 20:12:39  26 May 25 08:26:27    71ø
AO-95               26 May 25 20:35:14  27 May 25 08:49:01    71ø
AO-95               27 May 25 20:57:48  28 May 25 09:11:35    71ø
AO-95               28 May 25 21:20:23  29 May 25 05:36:32    71ø
AO-95               29 May 25 19:36:51  30 May 25 07:50:38    71ø

PO101                8 May 25 04:46:55   8 May 25 04:58:44    28ø
PO101                8 May 25 06:22:39   8 May 25 06:32:40    12ø
PO101                8 May 25 15:27:30   8 May 25 15:31:40     1ø
PO101                8 May 25 16:57:50   8 May 25 17:10:12    87ø
PO101                8 May 25 18:37:22   8 May 25 18:41:13     1ø
PO101                9 May 25 04:49:28   9 May 25 05:01:23    30ø
PO101                9 May 25 06:25:20   9 May 25 06:35:08    11ø
PO101                9 May 25 15:29:37   9 May 25 15:34:35     2ø
PO101                9 May 25 17:00:25   9 May 25 17:12:47    86ø
PO101                9 May 25 18:40:33   9 May 25 18:43:14     1ø
PO101               10 May 25 04:52:00  10 May 25 05:04:01    32ø
PO101               10 May 25 06:28:00  10 May 25 06:37:36    11ø
PO101               10 May 25 15:31:52  10 May 25 15:37:27     3ø
PO101               10 May 25 17:03:00  10 May 25 17:15:21    79ø
PO101               11 May 25 04:54:33  11 May 25 05:06:38    35ø
PO101               11 May 25 06:30:41  11 May 25 06:40:02    10ø
PO101               11 May 25 15:34:09  11 May 25 15:40:15     3ø
PO101               11 May 25 17:05:34  11 May 25 17:17:55    73ø
PO101               12 May 25 04:57:05  12 May 25 05:09:15    37ø
PO101               12 May 25 06:33:21  12 May 25 06:42:28     9ø
PO101               12 May 25 15:36:27  12 May 25 15:43:02     4ø
PO101               12 May 25 17:08:09  12 May 25 17:20:28    67ø
PO101               13 May 25 04:59:37  13 May 25 05:11:51    41ø

AO109               has crashed!

SO115               has crashed!

FO118               has crashed!

SO121               has crashed!

RS-15                8 May 25 01:53:35   8 May 25 02:18:21    21ø
RS-15                8 May 25 11:37:36   8 May 25 12:03:01    25ø
RS-15                8 May 25 13:47:32   8 May 25 14:16:24    60ø
RS-15                8 May 25 16:07:29   8 May 25 16:25:52     8ø
RS-15                8 May 25 20:54:58   8 May 25 21:11:00     6ø
RS-15                8 May 25 23:03:51   8 May 25 23:32:44    51ø
RS-15                9 May 25 01:16:41   9 May 25 01:43:40    32ø
RS-15                9 May 25 11:03:15   9 May 25 11:25:52    16ø
RS-15                9 May 25 13:11:17   9 May 25 13:40:29    80ø
RS-15                9 May 25 15:28:43   9 May 25 15:50:46    14ø
RS-15                9 May 25 20:21:12   9 May 25 20:29:55     1ø
RS-15                9 May 25 22:28:07   9 May 25 22:55:57    37ø
RS-15               10 May 25 00:40:08  10 May 25 01:08:34    45ø
RS-15               10 May 25 10:29:46  10 May 25 10:47:58     9ø
RS-15               10 May 25 12:35:20  10 May 25 13:04:26    75ø
RS-15               10 May 25 14:50:43  10 May 25 15:15:23    21ø
RS-15               10 May 25 21:52:29  10 May 25 22:18:45    26ø
RS-15               11 May 25 00:03:50  11 May 25 00:33:06    63ø
RS-15               11 May 25 02:21:51  11 May 25 02:36:45     5ø
RS-15               11 May 25 09:58:15  11 May 25 10:08:09     2ø
RS-15               11 May 25 11:59:42  11 May 25 12:28:14    55ø
RS-15               11 May 25 14:13:16  11 May 25 14:39:51    30ø
RS-15               11 May 25 21:17:01  11 May 25 21:41:05    18ø

RS-22                8 May 25 04:19:05   8 May 25 04:31:43    28ø
RS-22                8 May 25 05:56:18   8 May 25 06:07:27    15ø
RS-22                8 May 25 15:09:02   8 May 25 15:17:12     5ø
RS-22                8 May 25 16:42:35   8 May 25 16:56:00    67ø
RS-22                9 May 25 04:46:24   9 May 25 04:59:45    67ø
RS-22                9 May 25 06:25:16   9 May 25 06:33:17     5ø
RS-22                9 May 25 15:34:53   9 May 25 15:46:09    15ø
RS-22                9 May 25 17:10:40   9 May 25 17:23:18    28ø
RS-22               10 May 25 03:39:20  10 May 25 03:48:28     7ø
RS-22               10 May 25 05:14:05  10 May 25 05:27:17    51ø
RS-22               10 May 25 16:01:36  10 May 25 16:14:26    33ø
RS-22               10 May 25 17:39:19  10 May 25 17:50:06    12ø
RS-22               11 May 25 04:05:43  11 May 25 04:17:35    19ø
RS-22               11 May 25 05:42:11  11 May 25 05:54:18    23ø
RS-22               11 May 25 14:57:07  11 May 25 15:02:06     2ø
RS-22               11 May 25 16:28:52  11 May 25 16:42:17    78ø
RS-22               11 May 25 18:09:06  11 May 25 18:15:50     3ø
RS-22               12 May 25 04:32:47  12 May 25 04:45:54    42ø
RS-22               12 May 25 06:10:43  12 May 25 06:20:38    10ø
RS-22               12 May 25 15:21:57  12 May 25 15:31:51    10ø
RS-22               12 May 25 16:56:37  12 May 25 17:09:47    44ø
RS-22               13 May 25 03:26:48  13 May 25 03:33:21     3ø
RS-22               13 May 25 05:00:16  13 May 25 05:13:40    81ø

RS-30                8 May 25 02:36:40   8 May 25 02:56:06    20ø
RS-30                8 May 25 11:32:57   8 May 25 11:47:53     9ø
RS-30                8 May 25 13:24:25   8 May 25 13:47:45    87ø
RS-30                8 May 25 15:25:05   8 May 25 15:41:44    11ø
RS-30                8 May 25 23:49:58   9 May 25 00:10:47    26ø
RS-30                9 May 25 01:45:57   9 May 25 02:08:18    45ø
RS-30                9 May 25 12:35:30   9 May 25 12:57:47    43ø
RS-30                9 May 25 14:32:44   9 May 25 14:53:57    27ø
RS-30                9 May 25 23:02:20   9 May 25 23:18:12     9ø
RS-30               10 May 25 00:56:03  10 May 25 01:19:17    89ø
RS-30               10 May 25 02:55:39  10 May 25 03:11:09    10ø
RS-30               10 May 25 11:47:50  10 May 25 12:07:01    19ø
RS-30               10 May 25 13:42:00  10 May 25 14:05:05    58ø
RS-30               10 May 25 15:46:49  10 May 25 15:56:05     3ø
RS-30               11 May 25 00:06:45  11 May 25 00:29:14    44ø
RS-30               11 May 25 02:04:02  11 May 25 02:24:38    26ø
RS-30               11 May 25 11:02:29  11 May 25 11:14:30     5ø
RS-30               11 May 25 12:52:21  11 May 25 13:15:33    71ø
RS-30               11 May 25 14:51:53  11 May 25 15:10:17    15ø
RS-30               11 May 25 23:18:13  11 May 25 23:37:58    20ø
RS-30               12 May 25 01:13:38  12 May 25 01:36:26    57ø
RS-30               12 May 25 03:16:52  12 May 25 03:23:45     1ø
RS-30               12 May 25 12:03:47  12 May 25 12:25:22    34ø

RS-40                8 May 25 04:37:53   8 May 25 04:54:41    11ø
RS-40                8 May 25 06:32:00   8 May 25 06:55:18    85ø
RS-40                8 May 25 08:32:01   8 May 25 08:46:42     8ø
RS-40                8 May 25 17:23:38   8 May 25 17:43:28    21ø
RS-40                8 May 25 19:18:13   8 May 25 19:41:21    54ø
RS-40                8 May 25 21:24:09   8 May 25 21:31:32     2ø
RS-40                9 May 25 05:43:14   9 May 25 06:05:59    48ø
RS-40                9 May 25 07:40:50   9 May 25 08:01:02    24ø
RS-40                9 May 25 16:38:21   9 May 25 16:51:58     7ø
RS-40                9 May 25 18:29:03   9 May 25 18:52:29    78ø
RS-40                9 May 25 20:29:06   9 May 25 20:46:59    13ø
RS-40               10 May 25 04:55:09  10 May 25 05:15:32    23ø
RS-40               10 May 25 06:50:55  10 May 25 07:13:35    51ø
RS-40               10 May 25 17:40:54  10 May 25 18:03:01    38ø
RS-40               10 May 25 19:37:43  10 May 25 19:59:32    31ø
RS-40               11 May 25 04:08:23  11 May 25 04:23:14     8ø
RS-40               11 May 25 06:01:42  11 May 25 06:25:00    81ø
RS-40               11 May 25 08:00:57  11 May 25 08:17:31    12ø
RS-40               11 May 25 16:54:02  11 May 25 17:12:43    17ø
RS-40               11 May 25 18:47:46  11 May 25 19:11:08    65ø
RS-40               11 May 25 20:51:29  11 May 25 21:03:07     4ø
RS-40               12 May 25 05:13:05  12 May 25 05:35:25    40ø
RS-40               12 May 25 07:10:12  12 May 25 07:31:15    29ø

RS-44                8 May 25 01:54:13   8 May 25 02:16:42    49ø
RS-44                8 May 25 03:55:56   8 May 25 03:58:36     0ø
RS-44                8 May 25 12:27:49   8 May 25 12:45:08    23ø
RS-44                8 May 25 14:20:02   8 May 25 14:39:02    37ø
RS-44                9 May 25 00:24:42   9 May 25 00:47:12    43ø
RS-44                9 May 25 02:18:29   9 May 25 02:39:27    28ø
RS-44                9 May 25 12:50:27   9 May 25 13:09:32    43ø
RS-44                9 May 25 14:44:50   9 May 25 15:02:00    20ø
RS-44                9 May 25 22:58:37   9 May 25 23:12:29     7ø
RS-44               10 May 25 00:48:07  10 May 25 01:11:24    72ø
RS-44               10 May 25 02:43:19  10 May 25 03:01:26    15ø
RS-44               10 May 25 11:26:23  10 May 25 11:36:07     4ø
RS-44               10 May 25 13:13:42  10 May 25 13:33:32    78ø
RS-44               10 May 25 15:10:40  10 May 25 15:24:17     9ø
RS-44               10 May 25 23:20:20  10 May 25 23:39:07    16ø
RS-44               11 May 25 01:11:51  11 May 25 01:35:05    71ø
RS-44               11 May 25 03:09:09  11 May 25 03:22:07     6ø
RS-44               11 May 25 11:46:59  11 May 25 12:02:08    13ø
RS-44               11 May 25 13:37:28  11 May 25 13:57:11    59ø
RS-44               11 May 25 15:38:53  11 May 25 15:44:25     1ø
RS-44               11 May 25 23:43:01  12 May 25 00:04:29    29ø
RS-44               12 May 25 01:35:54  12 May 25 01:58:15    42ø
RS-44               12 May 25 12:09:01  12 May 25 12:26:58    27ø

RS-48                8 May 25 12:41:14   8 May 25 12:45:19    40ø
RS-48                9 May 25 00:28:12   9 May 25 00:32:12    18ø
RS-48                9 May 25 23:46:10   9 May 25 23:47:48     1ø
RS-48               10 May 25 12:35:59  10 May 25 12:40:03    39ø
RS-48               11 May 25 00:22:36  11 May 25 00:26:41    58ø
RS-48               11 May 25 13:14:35  11 May 25 13:16:32     1ø
RS-48               12 May 25 12:29:36  12 May 25 12:33:28    13ø
RS-48               13 May 25 00:15:51  13 May 25 00:19:51    24ø
RS-48               13 May 25 13:06:55  13 May 25 13:09:59     4ø
RS-48               14 May 25 00:53:24  14 May 25 00:55:55     2ø
RS-48               14 May 25 12:22:07  14 May 25 12:25:29     5ø
RS-48               15 May 25 00:08:00  15 May 25 00:11:40     8ø
RS-48               15 May 25 12:58:16  15 May 25 13:01:57     9ø
RS-48               16 May 25 00:44:15  16 May 25 00:47:42     6ø
RS-48               16 May 25 12:13:43  16 May 25 12:15:55     1ø
RS-48               16 May 25 23:59:10  17 May 25 00:02:01     3ø
RS-48               17 May 25 12:48:32  17 May 25 12:52:30    35ø
RS-48               18 May 25 00:34:07  18 May 25 00:38:02    19ø
RS-48               19 May 25 12:37:46  19 May 25 12:41:37    17ø
RS-48               20 May 25 00:22:58  20 May 25 00:26:55    31ø
RS-48               20 May 25 13:12:57  20 May 25 13:15:49     3ø
RS-48               21 May 25 00:58:20  21 May 25 01:00:44     2ø
RS-48               21 May 25 12:26:03  21 May 25 12:29:12     4ø

KKS-1                8 May 25 10:46:24   8 May 25 10:56:58    12ø
KKS-1                8 May 25 12:21:40   8 May 25 12:33:57    30ø
KKS-1                8 May 25 23:04:39   8 May 25 23:17:32    46ø
KKS-1                9 May 25 00:42:42   9 May 25 00:51:54     8ø
KKS-1                9 May 25 11:04:23   9 May 25 11:16:18    22ø
KKS-1                9 May 25 12:40:40   9 May 25 12:51:57    18ø
KKS-1                9 May 25 21:51:33   9 May 25 21:56:50     2ø
KKS-1                9 May 25 23:23:06   9 May 25 23:36:14    84ø
KKS-1               10 May 25 01:03:09  10 May 25 01:08:51     2ø
KKS-1               10 May 25 11:22:38  10 May 25 11:35:20    39ø
KKS-1               10 May 25 12:59:56  10 May 25 13:09:37    10ø
KKS-1               10 May 25 22:08:12  10 May 25 22:16:59     7ø
KKS-1               10 May 25 23:41:46  10 May 25 23:54:46    53ø
KKS-1               11 May 25 11:41:05  11 May 25 11:54:06    72ø
KKS-1               11 May 25 13:19:39  11 May 25 13:26:44     4ø
KKS-1               11 May 25 22:25:39  11 May 25 22:36:25    14ø
KKS-1               12 May 25 00:00:43  12 May 25 00:13:07    29ø
KKS-1               12 May 25 10:26:04  12 May 25 10:33:46     5ø
KKS-1               12 May 25 11:59:42  12 May 25 12:12:38    62ø
KKS-1               12 May 25 22:43:30  12 May 25 22:55:31    23ø
KKS-1               13 May 25 00:19:51  13 May 25 00:31:13    17ø
KKS-1               13 May 25 10:43:29  13 May 25 10:53:42    11ø
KKS-1               13 May 25 12:18:31  13 May 25 12:30:57    34ø

SWISS                8 May 25 09:21:44   8 May 25 09:30:48     6ø
SWISS                8 May 25 10:56:53   8 May 25 11:10:42    61ø
SWISS                8 May 25 12:39:10   8 May 25 12:41:39     0ø
SWISS                8 May 25 21:49:18   8 May 25 22:02:32    35ø
SWISS                8 May 25 23:27:46   8 May 25 23:38:52    13ø
SWISS                9 May 25 09:58:35   9 May 25 10:11:22    23ø
SWISS                9 May 25 11:36:04   9 May 25 11:48:22    20ø
SWISS                9 May 25 20:53:28   9 May 25 21:01:37     5ø
SWISS                9 May 25 22:27:29   9 May 25 22:41:17    74ø
SWISS               10 May 25 00:10:17  10 May 25 00:13:50     1ø
SWISS               10 May 25 09:03:59  10 May 25 09:07:47     1ø
SWISS               10 May 25 10:36:37  10 May 25 10:50:31    73ø
SWISS               10 May 25 12:16:16  10 May 25 12:24:34     6ø
SWISS               10 May 25 21:29:39  10 May 25 21:41:51    20ø
SWISS               10 May 25 23:06:41  10 May 25 23:19:18    23ø
SWISS               11 May 25 09:39:00  11 May 25 09:50:16    13ø
SWISS               11 May 25 11:15:25  11 May 25 11:28:43    36ø
SWISS               11 May 25 20:36:49  11 May 25 20:38:21     0ø
SWISS               11 May 25 22:07:17  11 May 25 22:20:59    60ø
SWISS               11 May 25 23:47:13  11 May 25 23:56:07     6ø
SWISS               12 May 25 10:16:31  12 May 25 10:30:03    39ø
SWISS               12 May 25 11:54:55  12 May 25 12:05:48    12ø
SWISS               12 May 25 21:10:22  12 May 25 21:20:53    11ø

ITUPSAT 1            8 May 25 09:50:01   8 May 25 10:02:19    19ø
ITUPSAT 1            8 May 25 11:27:11   8 May 25 11:40:01    26ø
ITUPSAT 1            8 May 25 20:46:16   8 May 25 20:53:02     3ø
ITUPSAT 1            8 May 25 22:19:34   8 May 25 22:33:27    88ø
ITUPSAT 1            9 May 25 00:01:04   9 May 25 00:07:27     3ø
ITUPSAT 1            9 May 25 10:29:37   9 May 25 10:43:30    59ø
ITUPSAT 1            9 May 25 12:08:56   9 May 25 12:18:17     8ø
ITUPSAT 1            9 May 25 21:23:39   9 May 25 21:35:31    17ø
ITUPSAT 1            9 May 25 23:00:23   9 May 25 23:13:23    28ø
ITUPSAT 1           10 May 25 09:33:52  10 May 25 09:44:41    11ø
ITUPSAT 1           10 May 25 11:10:02  10 May 25 11:23:37    41ø
ITUPSAT 1           10 May 25 22:02:52  10 May 25 22:16:34    53ø
ITUPSAT 1           10 May 25 23:42:32  10 May 25 23:52:08     8ø
ITUPSAT 1           11 May 25 10:12:58  11 May 25 10:26:27    35ø
ITUPSAT 1           11 May 25 11:51:19  11 May 25 12:02:34    13ø
ITUPSAT 1           11 May 25 21:07:43  11 May 25 21:18:03    10ø
ITUPSAT 1           11 May 25 22:43:11  11 May 25 22:56:49    46ø
ITUPSAT 1           12 May 25 09:18:08  12 May 25 09:26:34     5ø
ITUPSAT 1           12 May 25 10:53:04  12 May 25 11:07:00    69ø
ITUPSAT 1           12 May 25 12:34:30  12 May 25 12:39:06     1ø
ITUPSAT 1           12 May 25 21:46:21  12 May 25 21:59:31    32ø
ITUPSAT 1           12 May 25 23:24:41  12 May 25 23:36:10    14ø
ITUPSAT 1           13 May 25 09:56:29  13 May 25 10:09:11    22ø

SPROUT              has crashed!

TITA                 8 May 25 09:25:12   8 May 25 09:37:04    54ø
TITA                 8 May 25 11:02:13   8 May 25 11:08:54     4ø
TITA                 8 May 25 21:11:36   8 May 25 21:21:43    15ø
TITA                 8 May 25 22:45:40   8 May 25 22:56:05    19ø
TITA                 9 May 25 09:16:14   9 May 25 09:27:53    38ø
TITA                 9 May 25 10:52:20   9 May 25 11:00:31     7ø
TITA                 9 May 25 21:02:51   9 May 25 21:12:11    11ø
TITA                 9 May 25 22:36:21   9 May 25 22:47:17    25ø
TITA                10 May 25 09:07:20  10 May 25 09:18:38    28ø
TITA                10 May 25 10:42:39  10 May 25 10:51:55    10ø
TITA                10 May 25 20:54:13  10 May 25 21:02:31     7ø
TITA                10 May 25 22:27:00  10 May 25 22:38:23    35ø
TITA                11 May 25 08:58:29  11 May 25 09:09:18    21ø
TITA                11 May 25 10:33:05  11 May 25 10:43:10    14ø
TITA                11 May 25 20:45:44  11 May 25 20:52:38     4ø
TITA                11 May 25 22:17:46  11 May 25 22:29:24    49ø
TITA                12 May 25 08:49:42  12 May 25 08:59:54    15ø
TITA                12 May 25 10:23:36  12 May 25 10:34:19    19ø
TITA                12 May 25 20:37:36  12 May 25 20:42:21     2ø
TITA                12 May 25 22:08:33  12 May 25 22:20:20    71ø
TITA                13 May 25 08:41:00  13 May 25 08:50:24    11ø
TITA                13 May 25 10:14:11  13 May 25 10:25:22    26ø
TITA                13 May 25 21:59:22  13 May 25 22:11:12    80ø

TIGRI                8 May 25 03:34:44   8 May 25 03:47:42    34ø
TIGRI                8 May 25 05:11:39   8 May 25 05:22:25    13ø
TIGRI                8 May 25 14:20:38   8 May 25 14:27:50     4ø
TIGRI                8 May 25 15:53:25   8 May 25 16:06:12    67ø
TIGRI                9 May 25 03:51:56   9 May 25 04:05:18    59ø
TIGRI                9 May 25 05:29:51   9 May 25 05:38:38     7ø
TIGRI                9 May 25 14:36:37   9 May 25 14:46:15    10ø
TIGRI                9 May 25 16:11:01   9 May 25 16:23:25    37ø
TIGRI               10 May 25 02:36:20  10 May 25 02:43:05     3ø
TIGRI               10 May 25 04:09:15  10 May 25 04:22:41    80ø
TIGRI               10 May 25 05:48:42  10 May 25 05:54:06     2ø
TIGRI               10 May 25 14:53:05  10 May 25 15:04:15    17ø
TIGRI               10 May 25 16:28:45  10 May 25 16:40:26    22ø
TIGRI               11 May 25 02:52:18  11 May 25 03:02:00     9ø
TIGRI               11 May 25 04:26:42  11 May 25 04:39:52    46ø
TIGRI               11 May 25 15:09:51  11 May 25 15:22:00    28ø
TIGRI               11 May 25 16:46:46  11 May 25 16:57:12    13ø
TIGRI               12 May 25 03:08:51  12 May 25 03:20:17    16ø
TIGRI               12 May 25 04:44:22  12 May 25 04:56:51    27ø
TIGRI               12 May 25 15:26:51  12 May 25 15:39:34    50ø
TIGRI               12 May 25 17:05:11  12 May 25 17:13:36     6ø
TIGRI               13 May 25 03:25:42  13 May 25 03:38:13    26ø
TIGRI               13 May 25 05:02:07  13 May 25 05:13:33    17ø

UKUBE                8 May 25 02:22:20   8 May 25 02:34:20    53ø
UKUBE                8 May 25 03:59:30   8 May 25 04:06:36     5ø
UKUBE                8 May 25 14:11:13   8 May 25 14:21:51    16ø
UKUBE                8 May 25 15:45:39   8 May 25 15:56:28    19ø
UKUBE                9 May 25 02:18:34   9 May 25 02:30:30    45ø
UKUBE                9 May 25 03:55:20   9 May 25 04:03:08     6ø
UKUBE                9 May 25 14:07:33   9 May 25 14:17:53    14ø
UKUBE                9 May 25 15:41:44   9 May 25 15:52:48    22ø
UKUBE               10 May 25 02:14:49  10 May 25 02:26:38    39ø
UKUBE               10 May 25 03:51:12  10 May 25 03:59:36     7ø
UKUBE               10 May 25 14:03:53  10 May 25 14:13:51    12ø
