ITPASS: InstantTrack AOS/LOS Finder Version 0.88
Copyright 1989-2004 Paul Williamson, KB5MU

Passes starting:     6 Jun 25 17:53:18 PDT
     At station:    Bombay

    Satellite         AOS Time (PDT)      LOS Time (PDT)    Max El
SWISS               10 Jun 25 12:43:19  10 Jun 25 12:46:04     0ø
SWISS               10 Jun 25 21:53:28  10 Jun 25 22:06:45    35ø
SWISS               10 Jun 25 23:31:54  10 Jun 25 23:43:06    13ø
SWISS               11 Jun 25 10:02:45  11 Jun 25 10:15:30    23ø

ITUPSAT 1            6 Jun 25 20:45:22   6 Jun 25 20:50:50     2ø
ITUPSAT 1            6 Jun 25 22:17:58   6 Jun 25 22:31:51    76ø
ITUPSAT 1            6 Jun 25 23:58:46   7 Jun 25 00:06:26     4ø
ITUPSAT 1            7 Jun 25 10:28:01   7 Jun 25 10:41:51    50ø
ITUPSAT 1            7 Jun 25 12:06:59   7 Jun 25 12:17:05     9ø
ITUPSAT 1            7 Jun 25 21:22:11   7 Jun 25 21:33:39    15ø
ITUPSAT 1            7 Jun 25 22:58:33   7 Jun 25 23:11:47    33ø
ITUPSAT 1            8 Jun 25 09:32:26   8 Jun 25 09:42:39     9ø
ITUPSAT 1            8 Jun 25 11:08:14   8 Jun 25 11:22:00    49ø
ITUPSAT 1            8 Jun 25 22:01:08   8 Jun 25 22:14:43    45ø
ITUPSAT 1            8 Jun 25 23:40:20   8 Jun 25 23:50:41    10ø
ITUPSAT 1            9 Jun 25 10:11:14   9 Jun 25 10:24:33    30ø
ITUPSAT 1            9 Jun 25 11:49:17   9 Jun 25 12:01:02    16ø
ITUPSAT 1            9 Jun 25 21:06:12   9 Jun 25 21:15:54     8ø
ITUPSAT 1            9 Jun 25 22:41:12   9 Jun 25 22:54:59    55ø
ITUPSAT 1           10 Jun 25 09:16:45  10 Jun 25 09:24:06     4ø
ITUPSAT 1           10 Jun 25 10:51:08  10 Jun 25 11:05:08    82ø
ITUPSAT 1           10 Jun 25 12:31:49  10 Jun 25 12:38:08     3ø
ITUPSAT 1           10 Jun 25 21:44:29  10 Jun 25 21:57:27    27ø
ITUPSAT 1           10 Jun 25 23:22:25  10 Jun 25 23:34:24    17ø
ITUPSAT 1           11 Jun 25 09:54:39  11 Jun 25 10:07:00    19ø
ITUPSAT 1           11 Jun 25 11:31:49  11 Jun 25 11:44:40    26ø
ITUPSAT 1           11 Jun 25 20:50:46  11 Jun 25 20:57:39     3ø

SPROUT              has crashed!

TITA                 6 Jun 25 21:23:17   6 Jun 25 21:34:08    18ø
TITA                 6 Jun 25 22:57:32   6 Jun 25 23:08:11    18ø
TITA                 7 Jun 25 09:28:05   7 Jun 25 09:39:30    42ø
TITA                 7 Jun 25 11:04:33   7 Jun 25 11:11:45     5ø
TITA                 7 Jun 25 21:14:02   7 Jun 25 21:24:10    13ø
TITA                 7 Jun 25 22:47:43   7 Jun 25 22:58:56    24ø
TITA                 8 Jun 25 09:18:40   8 Jun 25 09:29:47    30ø
TITA                 8 Jun 25 10:54:15   8 Jun 25 11:02:48     8ø
TITA                 8 Jun 25 21:04:52   8 Jun 25 21:14:03     9ø
TITA                 8 Jun 25 22:37:53   8 Jun 25 22:49:35    33ø
TITA                 9 Jun 25 09:09:19   9 Jun 25 09:19:59    21ø
TITA                 9 Jun 25 10:44:06   9 Jun 25 10:53:39    12ø
TITA                 9 Jun 25 20:55:52   9 Jun 25 21:03:45     6ø
TITA                 9 Jun 25 22:28:09   9 Jun 25 22:40:09    46ø
TITA                10 Jun 25 09:00:02  10 Jun 25 09:10:07    16ø
TITA                10 Jun 25 10:34:04  10 Jun 25 10:44:22    17ø
TITA                10 Jun 25 20:47:06  10 Jun 25 20:53:09     3ø
TITA                10 Jun 25 22:18:27  10 Jun 25 22:30:38    67ø
TITA                11 Jun 25 08:50:51  11 Jun 25 09:00:08    11ø
TITA                11 Jun 25 10:24:08  11 Jun 25 10:34:59    24ø
TITA                11 Jun 25 20:39:08  11 Jun 25 20:41:41     0ø
TITA                11 Jun 25 22:08:48  11 Jun 25 22:21:01    85ø
TITA                11 Jun 25 23:46:11  11 Jun 25 23:51:04     2ø

TIGRI                7 Jun 25 02:39:22   7 Jun 25 02:46:10     4ø
TIGRI                7 Jun 25 04:12:35   7 Jun 25 04:25:24    67ø
TIGRI                7 Jun 25 05:53:44   7 Jun 25 05:55:01     0ø
TIGRI                7 Jun 25 14:55:32   7 Jun 25 15:07:38    21ø
TIGRI                7 Jun 25 16:31:31   7 Jun 25 16:43:32    20ø
TIGRI                8 Jun 25 02:55:15   8 Jun 25 03:04:45     9ø
TIGRI                8 Jun 25 04:29:53   8 Jun 25 04:42:19    37ø
TIGRI                8 Jun 25 15:12:12   8 Jun 25 15:25:07    35ø
TIGRI                8 Jun 25 16:49:24   8 Jun 25 17:00:04    12ø
TIGRI                9 Jun 25 03:11:40   9 Jun 25 03:22:45    16ø
TIGRI                9 Jun 25 04:47:24   9 Jun 25 04:59:01    22ø
TIGRI                9 Jun 25 15:29:04   9 Jun 25 15:42:26    60ø
TIGRI                9 Jun 25 17:07:42   9 Jun 25 17:16:12     6ø
TIGRI               10 Jun 25 03:28:22  10 Jun 25 03:40:25    27ø
TIGRI               10 Jun 25 05:05:02  10 Jun 25 05:15:26    13ø
TIGRI               10 Jun 25 14:13:43  10 Jun 25 14:21:02     4ø
TIGRI               10 Jun 25 15:46:08  10 Jun 25 15:59:36    80ø
TIGRI               10 Jun 25 17:27:01  10 Jun 25 17:31:21     1ø
TIGRI               11 Jun 25 03:45:15  11 Jun 25 03:57:50    48ø
TIGRI               11 Jun 25 05:22:57  11 Jun 25 05:31:29     7ø
TIGRI               11 Jun 25 14:29:24  11 Jun 25 14:39:15     9ø
TIGRI               11 Jun 25 16:03:22  11 Jun 25 16:16:37    46ø
TIGRI               12 Jun 25 02:30:34  12 Jun 25 02:34:08     1ø

UKUBE                7 Jun 25 01:54:13   7 Jun 25 02:04:17    14ø
UKUBE                7 Jun 25 03:28:03   7 Jun 25 03:39:14    23ø
UKUBE                7 Jun 25 13:44:32   7 Jun 25 13:49:03     2ø
UKUBE                7 Jun 25 15:15:28   7 Jun 25 15:27:39    81ø
UKUBE                7 Jun 25 16:53:57   7 Jun 25 16:57:07     1ø
UKUBE                8 Jun 25 01:49:59   8 Jun 25 01:59:38    11ø
UKUBE                8 Jun 25 03:23:27   8 Jun 25 03:34:52    27ø
UKUBE                8 Jun 25 13:41:09   8 Jun 25 13:43:21     0ø
UKUBE                8 Jun 25 15:10:58   8 Jun 25 15:23:10    84ø
UKUBE                8 Jun 25 16:48:40   8 Jun 25 16:53:31     2ø
UKUBE                9 Jun 25 01:45:45   9 Jun 25 01:54:56    10ø
UKUBE                9 Jun 25 03:18:50   9 Jun 25 03:30:27    32ø
UKUBE                9 Jun 25 15:06:28   9 Jun 25 15:18:39    71ø
UKUBE                9 Jun 25 16:43:37   9 Jun 25 16:49:39     3ø
UKUBE               10 Jun 25 01:41:32  10 Jun 25 01:50:11     8ø
UKUBE               10 Jun 25 03:14:10  10 Jun 25 03:25:59    38ø
UKUBE               10 Jun 25 15:01:57  10 Jun 25 15:14:05    59ø
UKUBE               10 Jun 25 16:38:40  10 Jun 25 16:45:37     4ø
UKUBE               11 Jun 25 01:37:21  11 Jun 25 01:45:22     6ø
UKUBE               11 Jun 25 03:09:33  11 Jun 25 03:21:30    45ø
UKUBE               11 Jun 25 14:57:26  11 Jun 25 15:09:29    49ø
UKUBE               11 Jun 25 16:33:46  11 Jun 25 16:41:30     6ø
UKUBE               12 Jun 25 01:33:11  12 Jun 25 01:40:28     5ø

XW-2B               has crashed!

XW-2C               has crashed!

XW-2D               has crashed!

XW-2E               has crashed!

XW-2F               has crashed!

XW-3                 6 Jun 25 22:15:57   6 Jun 25 22:25:39     7ø
XW-3                 6 Jun 25 23:52:25   7 Jun 25 00:06:58    64ø
XW-3                 7 Jun 25 01:35:18   7 Jun 25 01:39:58     1ø
XW-3                 7 Jun 25 10:53:42   7 Jun 25 11:08:05    47ø
XW-3                 7 Jun 25 12:34:09   7 Jun 25 12:45:17    11ø
XW-3                 7 Jun 25 23:13:04   7 Jun 25 23:27:22    42ø
XW-3                 8 Jun 25 00:52:48   8 Jun 25 01:04:24    13ø
XW-3                 8 Jun 25 10:15:25   8 Jun 25 10:27:49    17ø
XW-3                 8 Jun 25 11:53:04   8 Jun 25 12:07:05    33ø
XW-3                 8 Jun 25 22:34:36   8 Jun 25 22:46:39    14ø
XW-3                 9 Jun 25 00:12:20   9 Jun 25 00:26:24    37ø
XW-3                 9 Jun 25 09:38:54   9 Jun 25 09:46:10     4ø
XW-3                 9 Jun 25 11:13:15   9 Jun 25 11:27:55    82ø
XW-3                 9 Jun 25 12:55:30   9 Jun 25 13:03:36     4ø
XW-3                 9 Jun 25 21:58:23   9 Jun 25 22:03:28     1ø
XW-3                 9 Jun 25 23:32:39   9 Jun 25 23:47:17    74ø
XW-3                10 Jun 25 01:13:34  10 Jun 25 01:22:44     6ø
XW-3                10 Jun 25 10:34:24  10 Jun 25 10:48:02    28ø
XW-3                10 Jun 25 12:13:23  10 Jun 25 12:26:20    19ø
XW-3                10 Jun 25 22:53:41  10 Jun 25 23:07:09    24ø
XW-3                11 Jun 25 00:32:25  11 Jun 25 00:45:33    22ø
XW-3                11 Jun 25 09:56:49  11 Jun 25 10:07:15     9ø
XW-3                11 Jun 25 11:33:01  11 Jun 25 11:47:35    58ø

CAS4A                6 Jun 25 18:19:21   6 Jun 25 18:29:35    40ø
CAS4A                6 Jun 25 19:56:23   6 Jun 25 20:05:28    13ø
CAS4A                7 Jun 25 02:28:08   7 Jun 25 02:37:08    13ø
CAS4A                7 Jun 25 04:04:01   7 Jun 25 04:14:14    42ø
CAS4A                7 Jun 25 17:15:53   7 Jun 25 17:24:51    14ø
CAS4A                7 Jun 25 18:51:32   7 Jun 25 19:01:39    31ø
CAS4A                7 Jun 25 20:30:49   7 Jun 25 20:36:17     3ø
CAS4A                8 Jun 25 01:24:33   8 Jun 25 01:31:36     6ø
CAS4A                8 Jun 25 02:59:42   8 Jun 25 03:10:05    56ø
CAS4A                8 Jun 25 04:37:08   8 Jun 25 04:44:48     8ø
CAS4A                8 Jun 25 16:13:16   8 Jun 25 16:19:02     4ø
CAS4A                8 Jun 25 17:47:02   8 Jun 25 17:57:23    82ø
CAS4A                8 Jun 25 19:24:48   8 Jun 25 19:32:49     8ø
CAS4A                9 Jun 25 00:21:23   9 Jun 25 00:25:00     1ø
CAS4A                9 Jun 25 01:55:32   9 Jun 25 02:05:16    21ø
CAS4A                9 Jun 25 03:31:49   9 Jun 25 03:41:32    22ø
CAS4A                9 Jun 25 16:42:54   9 Jun 25 16:52:37    25ø
CAS4A                9 Jun 25 18:19:17   9 Jun 25 18:28:49    18ø
CAS4A                9 Jun 25 19:59:50   9 Jun 25 20:02:33     1ø
CAS4A               10 Jun 25 00:51:24  10 Jun 25 00:59:45     9ø
CAS4A               10 Jun 25 02:26:57  10 Jun 25 02:37:23    71ø
CAS4A               10 Jun 25 04:05:29  10 Jun 25 04:10:44     3ø
CAS4A               10 Jun 25 15:39:13  10 Jun 25 15:47:06     9ø

CAS4B               Up Now!              6 Jun 25 17:57:53     7ø
CAS4B                6 Jun 25 19:24:40   6 Jun 25 19:35:05    39ø
CAS4B                6 Jun 25 21:03:43   6 Jun 25 21:10:07     4ø
CAS4B                7 Jun 25 01:58:35   7 Jun 25 02:05:17     5ø
CAS4B                7 Jun 25 03:33:47   7 Jun 25 03:44:12    45ø
CAS4B                7 Jun 25 05:11:05   7 Jun 25 05:19:26    10ø
CAS4B                7 Jun 25 16:49:01   7 Jun 25 16:54:09     3ø
CAS4B                7 Jun 25 18:22:32   7 Jun 25 18:33:02    69ø
CAS4B                7 Jun 25 20:00:14   7 Jun 25 20:08:45    10ø
CAS4B                8 Jun 25 00:57:44   8 Jun 25 01:00:56     1ø
CAS4B                8 Jun 25 02:31:55   8 Jun 25 02:41:37    19ø
CAS4B                8 Jun 25 04:08:14   8 Jun 25 04:18:14    26ø
CAS4B                8 Jun 25 17:20:45   8 Jun 25 17:30:32    23ø
CAS4B                8 Jun 25 18:57:09   8 Jun 25 19:06:59    20ø
CAS4B                8 Jun 25 20:37:29   8 Jun 25 20:41:15     1ø
CAS4B                9 Jun 25 01:30:04   9 Jun 25 01:38:25     9ø
CAS4B                9 Jun 25 03:05:45   9 Jun 25 03:16:18    79ø
CAS4B                9 Jun 25 04:44:13   9 Jun 25 04:50:05     3ø
CAS4B                9 Jun 25 16:19:22   9 Jun 25 16:27:22     9ø
CAS4B                9 Jun 25 17:54:25   9 Jun 25 18:04:51    51ø
CAS4B                9 Jun 25 19:33:05   9 Jun 25 19:40:03     5ø
CAS4B               10 Jun 25 00:28:27  10 Jun 25 00:34:30     4ø
CAS4B               10 Jun 25 02:03:26  10 Jun 25 02:13:46    35ø

CAS2T                6 Jun 25 22:06:28   6 Jun 25 22:17:28    24ø
CAS2T                6 Jun 25 23:45:47   6 Jun 25 23:54:54    10ø
CAS2T                7 Jun 25 09:04:59   7 Jun 25 09:19:24    18ø
CAS2T                7 Jun 25 10:41:48   7 Jun 25 10:58:50    51ø
CAS2T                7 Jun 25 12:27:25   7 Jun 25 12:31:07     1ø
CAS2T                7 Jun 25 21:26:17   7 Jun 25 21:33:06     4ø
CAS2T                7 Jun 25 23:02:39   7 Jun 25 23:14:08    40ø
CAS2T                8 Jun 25 08:26:27   8 Jun 25 08:34:56     4ø
CAS2T                8 Jun 25 09:59:45   8 Jun 25 10:16:51    63ø
CAS2T                8 Jun 25 11:40:10   8 Jun 25 11:53:44    13ø
CAS2T                8 Jun 25 22:20:36   8 Jun 25 22:32:00    38ø
CAS2T                9 Jun 25 00:00:56   9 Jun 25 00:08:10     5ø
CAS2T                9 Jun 25 09:18:47   9 Jun 25 09:34:09    24ø
CAS2T                9 Jun 25 10:56:30   9 Jun 25 11:12:59    36ø
CAS2T                9 Jun 25 21:39:43   9 Jun 25 21:48:25     9ø
CAS2T                9 Jun 25 23:17:17   9 Jun 25 23:28:06    24ø
CAS2T               10 Jun 25 08:39:22  10 Jun 25 08:50:22     8ø
CAS2T               10 Jun 25 10:14:06  10 Jun 25 10:31:15    82ø
CAS2T               10 Jun 25 11:55:39  10 Jun 25 12:07:11     8ø
CAS2T               10 Jun 25 22:34:49  10 Jun 25 22:46:23    66ø
CAS2T               11 Jun 25 00:16:41  11 Jun 25 00:20:44     1ø
CAS2T               11 Jun 25 09:32:45  11 Jun 25 09:48:46    33ø
CAS2T               11 Jun 25 11:11:20  11 Jun 25 11:27:00    26ø

LILAC                6 Jun 25 19:09:22   6 Jun 25 19:20:07    73ø
LILAC                7 Jun 25 05:31:08   7 Jun 25 05:37:26     4ø
LILAC                7 Jun 25 07:01:08   7 Jun 25 07:11:54    43ø
LILAC                7 Jun 25 18:33:58   7 Jun 25 18:44:07    24ø
LILAC                7 Jun 25 20:07:30   7 Jun 25 20:15:21     8ø
LILAC                8 Jun 25 06:25:29   8 Jun 25 06:36:11    40ø
LILAC                8 Jun 25 08:00:25   8 Jun 25 08:06:40     4ø
LILAC                8 Jun 25 17:59:37   8 Jun 25 18:06:47     6ø
LILAC                8 Jun 25 19:30:40   8 Jun 25 19:40:59    30ø
LILAC                9 Jun 25 05:50:50   9 Jun 25 05:59:38    11ø
LILAC                9 Jun 25 07:22:42   9 Jun 25 07:32:38    19ø
LILAC                9 Jun 25 18:54:45   9 Jun 25 19:05:28    57ø
LILAC                9 Jun 25 20:30:03   9 Jun 25 20:34:31     2ø
LILAC               10 Jun 25 05:18:54  10 Jun 25 05:20:41     0ø
LILAC               10 Jun 25 06:46:21  10 Jun 25 06:57:17    83ø
LILAC               10 Jun 25 18:19:37  10 Jun 25 18:28:53    14ø
LILAC               10 Jun 25 19:52:09  10 Jun 25 20:01:20    14ø
LILAC               11 Jun 25 06:11:00  11 Jun 25 06:21:09    23ø
LILAC               11 Jun 25 07:44:30  11 Jun 25 07:52:50     9ø
LILAC               11 Jun 25 17:46:15  11 Jun 25 17:50:16     1ø
LILAC               11 Jun 25 19:15:39  11 Jun 25 19:26:20    57ø
LILAC               12 Jun 25 05:36:53  12 Jun 25 05:43:58     6ø
LILAC               12 Jun 25 07:07:23  12 Jun 25 07:18:00    34ø

NOAA-15             Up Now!              6 Jun 25 18:00:14     5ø
NOAA-15              6 Jun 25 19:27:54   6 Jun 25 19:43:11    80ø
NOAA-15              6 Jun 25 21:10:37   6 Jun 25 21:18:23     4ø
NOAA-15              7 Jun 25 06:35:39   7 Jun 25 06:50:27    47ø
NOAA-15              7 Jun 25 08:16:55   7 Jun 25 08:28:40    12ø
NOAA-15              7 Jun 25 19:01:55   7 Jun 25 19:17:01    51ø
NOAA-15              7 Jun 25 20:42:52   7 Jun 25 20:54:33    12ø
NOAA-15              8 Jun 25 06:10:14   8 Jun 25 06:23:57    24ø
NOAA-15              8 Jun 25 07:49:41   8 Jun 25 08:03:32    24ø
NOAA-15              8 Jun 25 18:36:16   8 Jun 25 18:50:25    26ø
NOAA-15              8 Jun 25 20:15:57   8 Jun 25 20:29:44    23ø
NOAA-15              9 Jun 25 05:45:22   9 Jun 25 05:57:03    12ø
NOAA-15              9 Jun 25 07:23:02   9 Jun 25 07:37:55    48ø
NOAA-15              9 Jun 25 18:11:05   9 Jun 25 18:23:14    13ø
NOAA-15              9 Jun 25 19:49:26   9 Jun 25 20:04:21    45ø
NOAA-15             10 Jun 25 05:21:27  10 Jun 25 05:29:24     4ø
NOAA-15             10 Jun 25 06:56:50  10 Jun 25 07:11:58    84ø
NOAA-15             10 Jun 25 08:40:05  10 Jun 25 08:48:34     5ø
NOAA-15             10 Jun 25 17:46:49  10 Jun 25 17:55:04     4ø
NOAA-15             10 Jun 25 19:23:13  10 Jun 25 19:38:31    88ø
NOAA-15             10 Jun 25 21:05:33  10 Jun 25 21:14:13     5ø
NOAA-15             11 Jun 25 06:31:03  11 Jun 25 06:45:43    42ø
NOAA-15             11 Jun 25 08:11:59  11 Jun 25 08:24:12    14ø

NOAA-18              6 Jun 25 21:12:39   6 Jun 25 21:17:28     1ø
NOAA-18              6 Jun 25 22:48:11   6 Jun 25 23:03:46    66ø
NOAA-18              7 Jun 25 00:30:32   7 Jun 25 00:41:28     9ø
NOAA-18              7 Jun 25 10:02:13   7 Jun 25 10:17:20    38ø
NOAA-18              7 Jun 25 11:43:38   7 Jun 25 11:57:01    17ø
NOAA-18              7 Jun 25 22:35:24   7 Jun 25 22:50:45    47ø
NOAA-18              8 Jun 25 00:17:03   8 Jun 25 00:29:26    14ø
NOAA-18              8 Jun 25 09:49:40   8 Jun 25 10:04:13    28ø
NOAA-18              8 Jun 25 11:30:14   8 Jun 25 11:44:32    23ø
NOAA-18              8 Jun 25 22:22:42   8 Jun 25 22:37:37    34ø
NOAA-18              9 Jun 25 00:03:43   9 Jun 25 00:17:12    19ø
NOAA-18              9 Jun 25 09:37:16   9 Jun 25 09:51:01    20ø
NOAA-18              9 Jun 25 11:16:59   9 Jun 25 11:31:56    32ø
NOAA-18              9 Jun 25 22:10:05   9 Jun 25 22:24:23    24ø
NOAA-18              9 Jun 25 23:50:30  10 Jun 25 00:04:49    26ø
NOAA-18             10 Jun 25 09:25:00  10 Jun 25 09:37:43    15ø
NOAA-18             10 Jun 25 11:03:50  10 Jun 25 11:19:15    45ø
NOAA-18             10 Jun 25 21:57:35  10 Jun 25 22:11:00    17ø
NOAA-18             10 Jun 25 23:37:22  10 Jun 25 23:52:17    36ø
NOAA-18             11 Jun 25 09:12:55  11 Jun 25 09:24:17    10ø
NOAA-18             11 Jun 25 10:50:48  11 Jun 25 11:06:28    63ø
NOAA-18             11 Jun 25 12:37:34  11 Jun 25 12:41:35     1ø
NOAA-18             11 Jun 25 21:45:14  11 Jun 25 21:57:27    12ø

NOAA-19              6 Jun 25 21:15:42   6 Jun 25 21:30:28    28ø
NOAA-19              6 Jun 25 22:56:20   6 Jun 25 23:10:34    24ø
NOAA-19              7 Jun 25 08:30:42   7 Jun 25 08:43:44    16ø
NOAA-19              7 Jun 25 10:09:54   7 Jun 25 10:25:01    39ø
NOAA-19              7 Jun 25 21:03:22   7 Jun 25 21:17:22    20ø
NOAA-19              7 Jun 25 22:43:24   7 Jun 25 22:58:19    32ø
NOAA-19              8 Jun 25 08:18:45   8 Jun 25 08:30:36    12ø
NOAA-19              8 Jun 25 09:57:03   8 Jun 25 10:12:30    54ø
NOAA-19              8 Jun 25 20:51:11   8 Jun 25 21:04:08    14ø
NOAA-19              8 Jun 25 22:30:33   8 Jun 25 22:45:57    44ø
NOAA-19              9 Jun 25 08:07:00   9 Jun 25 08:17:17     8ø
NOAA-19              9 Jun 25 09:44:18   9 Jun 25 09:59:55    76ø
NOAA-19              9 Jun 25 11:29:40   9 Jun 25 11:36:19     3ø
NOAA-19              9 Jun 25 20:39:10   9 Jun 25 20:50:42    10ø
NOAA-19              9 Jun 25 22:17:46   9 Jun 25 22:33:29    61ø
NOAA-19             10 Jun 25 00:02:27  10 Jun 25 00:08:09     2ø
NOAA-19             10 Jun 25 07:55:37  10 Jun 25 08:03:40     4ø
NOAA-19             10 Jun 25 09:31:39  10 Jun 25 09:47:15    79ø
NOAA-19             10 Jun 25 11:15:27  10 Jun 25 11:25:03     6ø
NOAA-19             10 Jun 25 20:27:25  10 Jun 25 20:36:58     6ø
NOAA-19             10 Jun 25 22:05:04  10 Jun 25 22:20:54    84ø
NOAA-19             10 Jun 25 23:48:26  10 Jun 25 23:57:14     5ø
NOAA-19             11 Jun 25 07:45:06  11 Jun 25 07:49:20     1ø

METOA                6 Jun 25 23:30:22   6 Jun 25 23:42:09    48ø
METOA                7 Jun 25 01:08:56   7 Jun 25 01:15:58     5ø
METOA                7 Jun 25 10:16:53   7 Jun 25 10:29:04    15ø
METOA                7 Jun 25 11:52:00   7 Jun 25 12:06:24    40ø
METOA                7 Jun 25 22:22:50   7 Jun 25 22:27:58     2ø
METOA                7 Jun 25 23:56:14   8 Jun 25 00:08:05    62ø
METOA                8 Jun 25 10:41:49   8 Jun 25 10:55:38    29ø
METOA                8 Jun 25 12:18:37   8 Jun 25 12:31:44    20ø
METOA                8 Jun 25 22:46:47   8 Jun 25 22:56:04    10ø
METOA                9 Jun 25 00:22:30   9 Jun 25 00:33:32    25ø
METOA                9 Jun 25 09:36:42   9 Jun 25 09:41:02     1ø
METOA                9 Jun 25 11:07:14   9 Jun 25 11:21:51    59ø
METOA                9 Jun 25 12:45:57   9 Jun 25 12:56:30     9ø
METOA                9 Jun 25 23:11:51   9 Jun 25 23:22:56    24ø
METOA               10 Jun 25 00:49:07  10 Jun 25 00:58:24    11ø
METOA               10 Jun 25 09:59:25  10 Jun 25 10:09:22     8ø
METOA               10 Jun 25 11:33:04  10 Jun 25 11:47:46    68ø
METOA               10 Jun 25 13:14:47  10 Jun 25 13:19:46     1ø
METOA               10 Jun 25 23:37:25  10 Jun 25 23:49:12    62ø
METOA               11 Jun 25 01:16:37  11 Jun 25 01:22:15     3ø
METOA               11 Jun 25 10:23:48  11 Jun 25 10:36:20    18ø
METOA               11 Jun 25 11:59:20  11 Jun 25 12:13:22    33ø
METOA               11 Jun 25 22:29:13  11 Jun 25 22:35:42     4ø

METOB                6 Jun 25 19:31:26   6 Jun 25 19:35:27     1ø
METOB                6 Jun 25 21:06:09   6 Jun 25 21:21:32    64ø
METOB                6 Jun 25 22:47:56   6 Jun 25 22:58:48     9ø
METOB                7 Jun 25 08:16:40   7 Jun 25 08:31:13    32ø
METOB                7 Jun 25 09:57:13   7 Jun 25 10:10:39    19ø
METOB                7 Jun 25 20:45:41   7 Jun 25 21:00:34    37ø
METOB                7 Jun 25 22:26:23   7 Jun 25 22:39:21    17ø
METOB                8 Jun 25 07:56:41   8 Jun 25 08:10:04    19ø
METOB                8 Jun 25 09:35:52   8 Jun 25 09:50:29    32ø
METOB                8 Jun 25 20:25:26   8 Jun 25 20:39:18    22ø
METOB                8 Jun 25 22:05:09   8 Jun 25 22:19:27    28ø
METOB                9 Jun 25 07:37:05   9 Jun 25 07:48:37    11ø
METOB                9 Jun 25 09:14:49   9 Jun 25 09:30:04    55ø
METOB                9 Jun 25 20:05:31   9 Jun 25 20:17:39    12ø
METOB                9 Jun 25 21:44:08   9 Jun 25 21:59:14    47ø
METOB               10 Jun 25 07:18:07  10 Jun 25 07:26:40     5ø
METOB               10 Jun 25 08:54:02  10 Jun 25 09:09:27    87ø
METOB               10 Jun 25 10:37:45  10 Jun 25 10:46:20     5ø
METOB               10 Jun 25 19:46:10  10 Jun 25 19:55:22     5ø
METOB               10 Jun 25 21:23:19  10 Jun 25 21:38:45    82ø
METOB               10 Jun 25 23:06:21  10 Jun 25 23:14:24     4ø
METOB               11 Jun 25 08:33:31  11 Jun 25 08:48:39    51ø
METOB               11 Jun 25 10:15:18  11 Jun 25 10:27:07    11ø

METOC                6 Jun 25 20:19:52   6 Jun 25 20:30:37     8ø
METOC                6 Jun 25 21:57:46   6 Jun 25 22:13:05    64ø
METOC                6 Jun 25 23:41:49   6 Jun 25 23:47:24     2ø
METOC                7 Jun 25 07:33:18   7 Jun 25 07:39:20     2ø
METOC                7 Jun 25 09:07:48   7 Jun 25 09:23:08    66ø
METOC                7 Jun 25 10:50:26   7 Jun 25 11:00:55     8ø
METOC                7 Jun 25 20:01:09   7 Jun 25 20:07:42     2ø
METOC                7 Jun 25 21:37:03   7 Jun 25 21:52:28    76ø
METOC                7 Jun 25 23:19:12   7 Jun 25 23:29:12     7ø
METOC                8 Jun 25 08:47:26   8 Jun 25 09:02:16    38ø
METOC                8 Jun 25 10:28:26   8 Jun 25 10:41:19    16ø
METOC                8 Jun 25 21:16:32   8 Jun 25 21:31:36    44ø
METOC                8 Jun 25 22:57:32   8 Jun 25 23:09:56    14ø
METOC                9 Jun 25 08:27:21   9 Jun 25 08:41:11    23ø
METOC                9 Jun 25 10:06:58   9 Jun 25 10:21:17    27ø
METOC                9 Jun 25 20:56:13   9 Jun 25 21:10:27    26ø
METOC                9 Jun 25 22:36:14   9 Jun 25 22:50:11    24ø
METOC               10 Jun 25 08:07:38  10 Jun 25 08:19:52    13ø
METOC               10 Jun 25 09:45:50  10 Jun 25 10:00:57    46ø
METOC               10 Jun 25 20:36:12  10 Jun 25 20:48:57    15ø
METOC               10 Jun 25 22:15:10  10 Jun 25 22:30:04    40ø
METOC               11 Jun 25 07:48:25  11 Jun 25 07:58:08     7ø
METOC               11 Jun 25 09:24:59  11 Jun 25 09:40:24    80ø

METM2                6 Jun 25 18:00:22   6 Jun 25 18:12:20    13ø
METM2                7 Jun 25 03:29:56   7 Jun 25 03:43:57    25ø
METM2                7 Jun 25 05:09:50   7 Jun 25 05:23:54    24ø
METM2                7 Jun 25 15:58:53   7 Jun 25 16:13:23    29ø
METM2                7 Jun 25 17:39:09   7 Jun 25 17:52:51    22ø
METM2                8 Jun 25 03:10:19   8 Jun 25 03:22:52    15ø
METM2                8 Jun 25 04:48:50   8 Jun 25 05:03:48    41ø
METM2                8 Jun 25 15:38:58   8 Jun 25 15:52:10    17ø
METM2                8 Jun 25 17:18:14   8 Jun 25 17:33:00    36ø
METM2                9 Jun 25 02:51:09   9 Jun 25 03:01:26     8ø
METM2                9 Jun 25 04:28:07   9 Jun 25 04:43:29    71ø
METM2                9 Jun 25 06:13:27   9 Jun 25 06:18:58     2ø
METM2                9 Jun 25 15:19:26   9 Jun 25 15:30:29     9ø
METM2                9 Jun 25 16:57:31   9 Jun 25 17:12:51    61ø
METM2                9 Jun 25 18:41:53   9 Jun 25 18:46:53     1ø
METM2               10 Jun 25 02:33:00  10 Jun 25 02:39:13     2ø
