ITPASS: InstantTrack AOS/LOS Finder Version 0.88
Copyright 1989-2004 Paul Williamson, KB5MU

Passes starting:     6 Jun 25 17:53:18 PDT
     At station:    Bombay

    Satellite         AOS Time (PDT)      LOS Time (PDT)    Max El
AO-73               10 Jun 25 01:17:31  10 Jun 25 01:19:25     0ø
AO-73               10 Jun 25 02:46:41  10 Jun 25 02:58:36    82ø
AO-73               10 Jun 25 04:26:00  10 Jun 25 04:29:21     1ø
AO-73               10 Jun 25 14:35:57  10 Jun 25 14:47:49    27ø
AO-73               10 Jun 25 16:11:23  10 Jun 25 16:21:33    13ø
AO-73               11 Jun 25 02:44:58  11 Jun 25 02:56:52    76ø
AO-73               11 Jun 25 04:23:54  11 Jun 25 04:27:59     1ø
AO-73               11 Jun 25 14:34:15  11 Jun 25 14:46:03    26ø
AO-73               11 Jun 25 16:09:35  11 Jun 25 16:19:55    14ø

LO-74                7 Jun 25 00:40:35   7 Jun 25 00:51:40    15ø
LO-74                7 Jun 25 02:15:12   7 Jun 25 02:27:45    29ø
LO-74                7 Jun 25 12:37:46   7 Jun 25 12:43:46     3ø
LO-74                7 Jun 25 14:10:24   7 Jun 25 14:22:37    65ø
LO-74                8 Jun 25 00:50:08   8 Jun 25 01:01:55    20ø
LO-74                8 Jun 25 02:25:25   8 Jun 25 02:37:29    22ø
LO-74                8 Jun 25 12:46:50   8 Jun 25 12:54:42     6ø
LO-74                8 Jun 25 14:20:25   8 Jun 25 14:32:27    45ø
LO-74                9 Jun 25 00:59:45   9 Jun 25 01:12:05    26ø
LO-74                9 Jun 25 02:35:44   9 Jun 25 02:47:07    16ø
LO-74                9 Jun 25 12:56:09   9 Jun 25 13:05:19     9ø
LO-74                9 Jun 25 14:30:28   9 Jun 25 14:42:11    32ø
LO-74               10 Jun 25 01:09:25  10 Jun 25 01:22:10    34ø
LO-74               10 Jun 25 02:46:07  10 Jun 25 02:56:38    12ø
LO-74               10 Jun 25 13:05:36  10 Jun 25 13:15:44    13ø
LO-74               10 Jun 25 14:40:36  10 Jun 25 14:51:50    23ø
LO-74               11 Jun 25 01:19:09  11 Jun 25 01:32:10    47ø
LO-74               11 Jun 25 02:56:37  11 Jun 25 03:06:00     8ø
LO-74               11 Jun 25 13:15:09  11 Jun 25 13:26:00    18ø
LO-74               11 Jun 25 14:50:43  11 Jun 25 15:01:22    17ø
LO-74               11 Jun 25 23:59:33  12 Jun 25 00:01:53     0ø
LO-74               12 Jun 25 01:28:55  12 Jun 25 01:42:06    65ø
LO-74               12 Jun 25 03:07:18  12 Jun 25 03:15:10     5ø

EO-79                6 Jun 25 18:01:48   6 Jun 25 18:07:46     3ø
EO-79                7 Jun 25 02:58:14   7 Jun 25 03:06:00     6ø
EO-79                7 Jun 25 04:30:09   7 Jun 25 04:41:51    44ø
EO-79                7 Jun 25 16:15:31   7 Jun 25 16:27:20    46ø
EO-79                7 Jun 25 17:51:30   7 Jun 25 17:59:09     6ø
EO-79                8 Jun 25 02:49:35   8 Jun 25 02:55:42     3ø
EO-79                8 Jun 25 04:20:30   8 Jun 25 04:32:22    64ø
EO-79                8 Jun 25 16:06:04   8 Jun 25 16:17:37    32ø
EO-79                8 Jun 25 17:41:23   8 Jun 25 17:50:16     9ø
EO-79                9 Jun 25 02:41:33   9 Jun 25 02:44:50     1ø
EO-79                9 Jun 25 04:10:53   9 Jun 25 04:22:47    88ø
EO-79                9 Jun 25 05:49:59   9 Jun 25 05:52:39     1ø
EO-79                9 Jun 25 15:56:39   9 Jun 25 16:07:47    23ø
EO-79                9 Jun 25 17:31:23   9 Jun 25 17:41:11    13ø
EO-79               10 Jun 25 04:01:19  10 Jun 25 04:13:08    60ø
EO-79               10 Jun 25 05:38:39  10 Jun 25 05:44:37     3ø
EO-79               10 Jun 25 15:47:16  10 Jun 25 15:57:50    17ø
EO-79               10 Jun 25 17:21:27  10 Jun 25 17:31:58    18ø
EO-79               11 Jun 25 03:51:46  11 Jun 25 04:03:24    41ø
EO-79               11 Jun 25 05:28:03  11 Jun 25 05:35:48     6ø
EO-79               11 Jun 25 15:37:57  11 Jun 25 15:47:45    12ø
EO-79               11 Jun 25 17:11:33  11 Jun 25 17:22:38    24ø
EO-79               12 Jun 25 03:42:17  12 Jun 25 03:53:35    29ø

EO-80                7 Jun 25 02:15:31   7 Jun 25 02:23:35     7ø
EO-80                7 Jun 25 03:47:45   7 Jun 25 03:59:28    41ø
EO-80                7 Jun 25 15:34:10   7 Jun 25 15:46:12    52ø
EO-80                7 Jun 25 17:10:31   7 Jun 25 17:17:53     5ø
EO-80                8 Jun 25 02:08:52   8 Jun 25 02:15:50     5ø
EO-80                8 Jun 25 03:40:24   8 Jun 25 03:52:16    54ø
EO-80                8 Jun 25 15:26:58   8 Jun 25 15:38:50    40ø
EO-80                8 Jun 25 17:02:47   8 Jun 25 17:11:12     7ø
EO-80                9 Jun 25 02:02:24   9 Jun 25 02:07:52     3ø
EO-80                9 Jun 25 03:33:04   9 Jun 25 03:45:01    73ø
EO-80                9 Jun 25 15:19:47   9 Jun 25 15:31:25    31ø
EO-80                9 Jun 25 16:55:08   9 Jun 25 17:04:23    10ø
EO-80               10 Jun 25 01:56:27  10 Jun 25 01:59:27     1ø
EO-80               10 Jun 25 03:25:45  10 Jun 25 03:37:43    85ø
EO-80               10 Jun 25 05:04:44  10 Jun 25 05:08:00     1ø
EO-80               10 Jun 25 15:12:37  10 Jun 25 15:23:55    24ø
EO-80               10 Jun 25 16:47:31  10 Jun 25 16:57:27    13ø
EO-80               11 Jun 25 03:18:28  11 Jun 25 03:30:22    64ø
EO-80               11 Jun 25 04:56:08  11 Jun 25 05:01:51     3ø
EO-80               11 Jun 25 15:05:28  11 Jun 25 15:16:21    19ø
EO-80               11 Jun 25 16:39:57  11 Jun 25 16:50:27    17ø
EO-80               12 Jun 25 03:11:11  12 Jun 25 03:22:58    48ø
EO-80               12 Jun 25 04:47:59  12 Jun 25 04:55:13     5ø

AO-85                6 Jun 25 19:21:40   6 Jun 25 19:36:08    35ø
AO-85                6 Jun 25 21:02:00   6 Jun 25 21:15:19    19ø
AO-85                7 Jun 25 05:42:23   7 Jun 25 05:52:43    15ø
AO-85                7 Jun 25 07:21:48   7 Jun 25 07:32:33    20ø
AO-85                7 Jun 25 18:01:51   7 Jun 25 18:09:45     4ø
AO-85                7 Jun 25 19:37:25   7 Jun 25 19:52:32    81ø
AO-85                7 Jun 25 21:19:53   7 Jun 25 21:30:21     8ø
AO-85                8 Jun 25 05:57:57   8 Jun 25 06:09:38    38ø
AO-85                8 Jun 25 07:39:12   8 Jun 25 07:47:05     6ø
AO-85                8 Jun 25 18:15:33   8 Jun 25 18:27:52    14ø
AO-85                8 Jun 25 19:53:44   8 Jun 25 20:08:33    44ø
AO-85                8 Jun 25 21:40:09   8 Jun 25 21:43:32     1ø
AO-85                9 Jun 25 04:36:32   9 Jun 25 04:43:17     4ø
AO-85                9 Jun 25 06:13:59   9 Jun 25 06:25:51    65ø
AO-85                9 Jun 25 18:30:31   9 Jun 25 18:44:52    33ø
AO-85                9 Jun 25 20:10:41   9 Jun 25 20:24:10    20ø
AO-85               10 Jun 25 04:51:14  10 Jun 25 05:01:21    13ø
AO-85               10 Jun 25 06:30:30  10 Jun 25 06:41:24    22ø
AO-85               10 Jun 25 17:11:00  10 Jun 25 17:18:11     3ø
AO-85               10 Jun 25 18:46:12  10 Jun 25 19:01:17    75ø
AO-85               10 Jun 25 20:28:26  10 Jun 25 20:39:15     9ø
AO-85               11 Jun 25 05:06:44  11 Jun 25 05:18:20    34ø
AO-85               11 Jun 25 06:47:46  11 Jun 25 06:56:03     7ø

IO-86                6 Jun 25 18:25:42   6 Jun 25 18:35:37     8ø
IO-86                6 Jun 25 20:09:20   6 Jun 25 20:20:22    12ø
IO-86                6 Jun 25 21:53:04   6 Jun 25 22:04:46    15ø
IO-86                6 Jun 25 23:37:01   6 Jun 25 23:48:56    16ø
IO-86                7 Jun 25 01:21:10   7 Jun 25 01:32:52    15ø
IO-86                7 Jun 25 03:05:35   7 Jun 25 03:16:37    12ø
IO-86                7 Jun 25 04:50:21   7 Jun 25 05:00:08     8ø
IO-86                7 Jun 25 06:35:34   7 Jun 25 06:43:25     4ø
IO-86                7 Jun 25 08:21:14   7 Jun 25 08:26:29     2ø
IO-86                7 Jun 25 10:07:45   7 Jun 25 10:09:08     0ø
IO-86                7 Jun 25 13:35:49   7 Jun 25 13:39:37     1ø
IO-86                7 Jun 25 15:18:47   7 Jun 25 15:25:40     3ø
IO-86                7 Jun 25 17:02:08   7 Jun 25 17:11:07     6ø
IO-86                7 Jun 25 18:45:32   7 Jun 25 18:56:04    10ø
IO-86                7 Jun 25 20:29:11   7 Jun 25 20:40:37    14ø
IO-86                7 Jun 25 22:13:01   7 Jun 25 22:24:53    16ø
IO-86                7 Jun 25 23:57:05   8 Jun 25 00:08:56    16ø
IO-86                8 Jun 25 01:41:21   8 Jun 25 01:52:46    13ø
IO-86                8 Jun 25 03:25:56   8 Jun 25 03:36:24    10ø
IO-86                8 Jun 25 05:10:55   8 Jun 25 05:19:47     6ø
IO-86                8 Jun 25 06:56:25   8 Jun 25 07:02:57     3ø
IO-86                8 Jun 25 08:42:23   8 Jun 25 08:45:54     1ø
IO-86                8 Jun 25 12:12:30   8 Jun 25 12:14:20     0ø

AO-91                6 Jun 25 19:51:45   6 Jun 25 20:03:35    18ø
AO-91                6 Jun 25 21:25:50   6 Jun 25 21:38:28    26ø
AO-91                7 Jun 25 09:14:44   7 Jun 25 09:25:19    62ø
AO-91                7 Jun 25 19:47:36   7 Jun 25 19:59:02    16ø
AO-91                7 Jun 25 21:21:21   7 Jun 25 21:34:08    29ø
AO-91                8 Jun 25 09:10:17   8 Jun 25 09:20:52    76ø
AO-91                8 Jun 25 19:43:24   8 Jun 25 19:54:25    14ø
AO-91                8 Jun 25 21:16:50   8 Jun 25 21:29:45    33ø
AO-91                9 Jun 25 09:05:48   9 Jun 25 09:16:23    83ø
AO-91                9 Jun 25 19:39:11   9 Jun 25 19:49:44    12ø
AO-91                9 Jun 25 21:12:18   9 Jun 25 21:25:19    38ø
AO-91               10 Jun 25 09:01:17  10 Jun 25 09:11:51    70ø
AO-91               10 Jun 25 19:34:59  10 Jun 25 19:45:00    10ø
AO-91               10 Jun 25 21:07:41  10 Jun 25 21:20:50    43ø
AO-91               11 Jun 25 08:56:45  11 Jun 25 09:07:16    56ø
AO-91               11 Jun 25 10:34:34  11 Jun 25 10:37:56     1ø
AO-91               11 Jun 25 19:30:46  11 Jun 25 19:40:12     8ø
AO-91               11 Jun 25 21:03:07  11 Jun 25 21:16:18    49ø
AO-91               12 Jun 25 08:52:11  12 Jun 25 09:02:39    46ø
AO-91               12 Jun 25 10:29:22  12 Jun 25 10:34:02     2ø
AO-91               12 Jun 25 19:26:35  12 Jun 25 19:35:19     7ø
AO-91               12 Jun 25 20:58:31  12 Jun 25 21:11:44    57ø
AO-91               13 Jun 25 08:47:36  13 Jun 25 08:57:58    37ø

AO-95                6 Jun 25 22:06:27   7 Jun 25 10:19:03    71ø
AO-95                7 Jun 25 22:26:40   8 Jun 25 10:39:17    71ø
AO-95                8 Jun 25 22:46:54   9 Jun 25 10:59:30    71ø
AO-95                9 Jun 25 23:07:07  10 Jun 25 11:19:44    71ø
AO-95               10 Jun 25 23:27:21  11 Jun 25 11:39:57    71ø
AO-95               11 Jun 25 23:47:34  12 Jun 25 08:02:57    71ø
AO-95               12 Jun 25 22:03:03  13 Jun 25 10:15:40    71ø
AO-95               13 Jun 25 22:23:17  14 Jun 25 10:35:53    71ø
AO-95               14 Jun 25 22:43:30  15 Jun 25 10:56:07    71ø
AO-95               15 Jun 25 23:03:44  16 Jun 25 11:16:20    71ø
AO-95               16 Jun 25 23:23:57  17 Jun 25 11:36:34    71ø
AO-95               17 Jun 25 23:44:11  18 Jun 25 11:56:47    71ø
AO-95               19 Jun 25 00:04:24  19 Jun 25 12:17:01    71ø
AO-95               20 Jun 25 00:24:38  20 Jun 25 12:37:14    71ø
AO-95               21 Jun 25 00:44:51  21 Jun 25 12:57:28    71ø
AO-95               22 Jun 25 01:05:05  22 Jun 25 13:17:41    71ø
AO-95               23 Jun 25 01:25:18  23 Jun 25 13:37:55    71ø
AO-95               24 Jun 25 01:45:32  24 Jun 25 13:58:08    71ø
AO-95               25 Jun 25 02:05:45  25 Jun 25 10:21:08    71ø
AO-95               26 Jun 25 00:20:16  26 Jun 25 12:32:53    71ø
AO-95               27 Jun 25 00:40:30  27 Jun 25 12:53:06    71ø
AO-95               28 Jun 25 01:00:43  28 Jun 25 13:13:20    71ø
AO-95               29 Jun 25 01:20:57  29 Jun 25 13:33:33    71ø

PO101                6 Jun 25 18:11:35   6 Jun 25 18:21:06    10ø
PO101                7 Jun 25 04:27:27   7 Jun 25 04:37:31    12ø
PO101                7 Jun 25 06:01:40   7 Jun 25 06:13:24    28ø
PO101                7 Jun 25 16:37:41   7 Jun 25 16:49:38    34ø
PO101                7 Jun 25 18:14:06   7 Jun 25 18:23:23     9ø
PO101                8 Jun 25 04:29:45   8 Jun 25 04:40:01    13ø
PO101                8 Jun 25 06:04:06   8 Jun 25 06:15:44    26ø
PO101                8 Jun 25 16:40:01   8 Jun 25 16:52:03    36ø
PO101                8 Jun 25 18:16:37   8 Jun 25 18:25:39     8ø
PO101                9 Jun 25 04:32:03   9 Jun 25 04:42:29    14ø
PO101                9 Jun 25 06:06:31   9 Jun 25 06:18:03    25ø
PO101                9 Jun 25 16:42:21   9 Jun 25 16:54:27    39ø
PO101                9 Jun 25 18:19:08   9 Jun 25 18:27:54     8ø
PO101               10 Jun 25 04:34:20  10 Jun 25 04:44:57    15ø
PO101               10 Jun 25 06:08:56  10 Jun 25 06:20:21    23ø
PO101               10 Jun 25 16:44:41  10 Jun 25 16:56:50    42ø
PO101               10 Jun 25 18:21:38  10 Jun 25 18:30:08     7ø
PO101               11 Jun 25 04:36:38  11 Jun 25 04:47:24    16ø
PO101               11 Jun 25 06:11:21  11 Jun 25 06:22:39    22ø
PO101               11 Jun 25 16:47:00  11 Jun 25 16:59:13    45ø
PO101               11 Jun 25 18:24:10  11 Jun 25 18:32:21     6ø
PO101               12 Jun 25 04:38:55  12 Jun 25 04:49:50    17ø
PO101               12 Jun 25 06:13:45  12 Jun 25 06:24:56    20ø

AO109               has crashed!

SO115               has crashed!

FO118               has crashed!

SO121               has crashed!

RS-15                6 Jun 25 18:51:50   6 Jun 25 19:21:34    86ø
RS-15                6 Jun 25 21:06:52   6 Jun 25 21:28:59    14ø
RS-15                7 Jun 25 06:48:51   7 Jun 25 07:15:48    35ø
RS-15                7 Jun 25 09:00:17   7 Jun 25 09:28:23    45ø
RS-15                7 Jun 25 11:23:04   7 Jun 25 11:36:48     4ø
RS-15                7 Jun 25 16:06:06   7 Jun 25 16:26:15    10ø
RS-15                7 Jun 25 18:15:52   7 Jun 25 18:45:25    67ø
RS-15                7 Jun 25 20:29:34   7 Jun 25 20:54:50    23ø
RS-15                8 Jun 25 06:14:03   8 Jun 25 06:39:03    24ø
RS-15                8 Jun 25 08:23:45   8 Jun 25 08:52:35    62ø
RS-15                8 Jun 25 10:43:20   8 Jun 25 11:02:10     8ø
RS-15                8 Jun 25 15:31:17   8 Jun 25 15:46:46     5ø
RS-15                8 Jun 25 17:40:02   8 Jun 25 18:08:56    49ø
RS-15                8 Jun 25 19:52:45   8 Jun 25 20:20:06    34ø
RS-15                9 Jun 25 05:39:48   9 Jun 25 06:01:49    15ø
RS-15                9 Jun 25 07:47:33   9 Jun 25 08:16:39    83ø
RS-15                9 Jun 25 10:04:41   9 Jun 25 10:27:01    14ø
RS-15                9 Jun 25 14:57:49   9 Jun 25 15:05:18     1ø
RS-15                9 Jun 25 17:04:19   9 Jun 25 17:32:06    35ø
RS-15                9 Jun 25 19:16:15   9 Jun 25 19:44:56    48ø
RS-15               10 Jun 25 05:06:29  10 Jun 25 05:23:47     8ø
RS-15               10 Jun 25 07:11:38  10 Jun 25 07:40:35    73ø
RS-15               10 Jun 25 09:26:45  10 Jun 25 09:51:37    21ø

RS-22                7 Jun 25 03:38:38   7 Jun 25 03:47:08     6ø
RS-22                7 Jun 25 05:12:59   7 Jun 25 05:26:26    61ø
RS-22                7 Jun 25 06:54:46   7 Jun 25 06:56:29     0ø
RS-22                7 Jun 25 16:00:43   7 Jun 25 16:13:13    28ø
RS-22                7 Jun 25 17:38:01   7 Jun 25 17:49:11    15ø
RS-22                8 Jun 25 04:04:43   8 Jun 25 04:16:20    16ø
RS-22                8 Jun 25 05:40:52   8 Jun 25 05:53:25    27ø
RS-22                8 Jun 25 14:57:18   8 Jun 25 14:59:40     0ø
RS-22                8 Jun 25 16:27:45   8 Jun 25 16:41:01    65ø
RS-22                8 Jun 25 18:07:21   8 Jun 25 18:15:06     5ø
RS-22                9 Jun 25 04:31:33   9 Jun 25 04:44:38    36ø
RS-22                9 Jun 25 06:09:09   9 Jun 25 06:19:49    12ø
RS-22                9 Jun 25 15:21:04   9 Jun 25 15:30:11     8ø
RS-22                9 Jun 25 16:55:16   9 Jun 25 17:08:28    52ø
RS-22               10 Jun 25 03:26:07  10 Jun 25 03:31:16     2ø
RS-22               10 Jun 25 04:58:50  10 Jun 25 05:12:23    84ø
RS-22               10 Jun 25 06:38:15  10 Jun 25 06:45:10     4ø
RS-22               10 Jun 25 15:47:04  10 Jun 25 15:58:46    18ø
RS-22               10 Jun 25 17:23:21  10 Jun 25 17:35:31    23ø
RS-22               11 Jun 25 03:51:12  11 Jun 25 04:01:28    10ø
RS-22               11 Jun 25 05:26:28  11 Jun 25 05:39:38    41ø
RS-22               11 Jun 25 16:13:47  11 Jun 25 16:26:46    41ø
RS-22               11 Jun 25 17:52:04  11 Jun 25 18:01:58    10ø

RS-30                6 Jun 25 21:13:50   6 Jun 25 21:36:30    44ø
RS-30                6 Jun 25 23:11:08   6 Jun 25 23:31:53    26ø
RS-30                7 Jun 25 08:09:43   7 Jun 25 08:21:34     5ø
RS-30                7 Jun 25 09:59:35   7 Jun 25 10:22:38    71ø
RS-30                7 Jun 25 11:59:07   7 Jun 25 12:17:22    15ø
RS-30                7 Jun 25 20:25:17   7 Jun 25 20:45:14    20ø
RS-30                7 Jun 25 22:20:43   7 Jun 25 22:43:41    57ø
RS-30                8 Jun 25 00:23:52   8 Jun 25 00:31:04     2ø
RS-30                8 Jun 25 09:11:00   8 Jun 25 09:32:27    34ø
RS-30                8 Jun 25 11:07:20   8 Jun 25 11:29:10    34ø
RS-30                8 Jun 25 19:38:20   8 Jun 25 19:51:50     6ø
RS-30                8 Jun 25 21:30:59   8 Jun 25 21:54:22    73ø
RS-30                8 Jun 25 23:29:45   8 Jun 25 23:47:26    14ø
RS-30                9 Jun 25 08:23:50   9 Jun 25 08:41:19    14ø
RS-30                9 Jun 25 10:16:56   9 Jun 25 10:40:05    72ø
RS-30                9 Jun 25 12:19:41   9 Jun 25 12:32:39     6ø
RS-30                9 Jun 25 20:41:53   9 Jun 25 21:03:59    35ø
RS-30                9 Jun 25 22:38:37   9 Jun 25 23:00:17    33ø
RS-30               10 Jun 25 07:40:10  10 Jun 25 07:47:20     2ø
RS-30               10 Jun 25 09:27:36  10 Jun 25 09:50:21    57ø
RS-30               10 Jun 25 11:26:06  10 Jun 25 11:45:44    19ø
RS-30               10 Jun 25 19:53:39  10 Jun 25 20:12:15    15ø
RS-30               10 Jun 25 21:48:26  10 Jun 25 22:11:43    70ø

RS-40                7 Jun 25 01:31:11   7 Jun 25 01:48:42    13ø
RS-40                7 Jun 25 03:25:38   7 Jun 25 03:48:48    78ø
RS-40                7 Jun 25 05:26:10   7 Jun 25 05:39:30     6ø
RS-40                7 Jun 25 14:16:56   7 Jun 25 14:37:17    24ø
RS-40                7 Jun 25 16:11:57   7 Jun 25 16:34:54    49ø
RS-40                7 Jun 25 18:20:25   7 Jun 25 18:22:48     0ø
RS-40                8 Jun 25 00:46:53   8 Jun 25 00:53:31     1ø
RS-40                8 Jun 25 02:36:47   8 Jun 25 02:59:37    53ø
RS-40                8 Jun 25 04:34:39   8 Jun 25 04:54:14    21ø
RS-40                8 Jun 25 13:31:16   8 Jun 25 13:46:06     8ø
RS-40                8 Jun 25 15:22:39   8 Jun 25 15:46:07    85ø
RS-40                8 Jun 25 17:23:14   8 Jun 25 17:40:15    11ø
RS-40                9 Jun 25 01:48:35   9 Jun 25 02:09:20    25ø
RS-40                9 Jun 25 03:44:36   9 Jun 25 04:06:58    46ø
RS-40                9 Jun 25 14:34:21   9 Jun 25 14:56:44    42ø
RS-40                9 Jun 25 16:31:35   9 Jun 25 16:52:59    28ø
RS-40               10 Jun 25 01:01:33  10 Jun 25 01:17:22     9ø
RS-40               10 Jun 25 02:55:18  10 Jun 25 03:18:32    88ø
RS-40               10 Jun 25 04:54:56  10 Jun 25 05:10:28    10ø
RS-40               10 Jun 25 13:47:16  10 Jun 25 14:06:34    19ø
RS-40               10 Jun 25 15:41:28  10 Jun 25 16:04:41    59ø
RS-40               10 Jun 25 17:46:16  10 Jun 25 17:55:49     3ø
RS-40               11 Jun 25 02:06:36  11 Jun 25 02:29:05    44ø

RS-44                6 Jun 25 20:47:26   6 Jun 25 21:08:22    27ø
RS-44                6 Jun 25 22:40:11   6 Jun 25 23:02:24    45ø
RS-44                7 Jun 25 09:12:11   7 Jun 25 09:31:12    26ø
RS-44                7 Jun 25 11:04:33   7 Jun 25 11:25:00    38ø
RS-44                7 Jun 25 19:26:23   7 Jun 25 19:27:58     0ø
RS-44                7 Jun 25 21:10:36   7 Jun 25 21:33:01    46ø
RS-44                7 Jun 25 23:04:36   7 Jun 25 23:25:02    26ø
RS-44                8 Jun 25 09:34:53   8 Jun 25 09:55:35    47ø
RS-44                8 Jun 25 11:29:19   8 Jun 25 11:48:03    21ø
RS-44                8 Jun 25 19:44:15   8 Jun 25 19:58:43     7ø
RS-44                8 Jun 25 21:34:07   8 Jun 25 21:57:05    75ø
RS-44                8 Jun 25 23:29:35   8 Jun 25 23:46:52    14ø
RS-44                9 Jun 25 08:10:10   9 Jun 25 08:22:44     7ø
RS-44                9 Jun 25 09:58:09   9 Jun 25 10:19:35    78ø
RS-44                9 Jun 25 11:54:58   9 Jun 25 12:10:28    11ø
RS-44                9 Jun 25 20:06:12   9 Jun 25 20:25:03    17ø
RS-44                9 Jun 25 21:57:56   9 Jun 25 22:20:40    66ø
RS-44                9 Jun 25 23:55:46  10 Jun 25 00:07:13     5ø
RS-44               10 Jun 25 08:31:10  10 Jun 25 08:48:24    17ø
RS-44               10 Jun 25 10:21:55  10 Jun 25 10:43:16    58ø
RS-44               10 Jun 25 12:22:37  10 Jun 25 12:31:17     3ø
RS-44               10 Jun 25 20:29:00  10 Jun 25 20:50:13    31ø
RS-44               10 Jun 25 22:22:05  10 Jun 25 22:43:43    39ø

RS-48                7 Jun 25 00:29:41   7 Jun 25 00:33:10    10ø
RS-48                7 Jun 25 13:16:14   7 Jun 25 13:19:33     7ø
RS-48                8 Jun 25 00:58:40   8 Jun 25 01:01:55     7ø
RS-48                9 Jun 25 12:52:24   9 Jun 25 12:55:55    12ø
RS-48               10 Jun 25 00:34:29  10 Jun 25 00:38:00    13ø
RS-48               10 Jun 25 13:20:39  10 Jun 25 13:23:49     6ø
RS-48               11 Jun 25 01:02:37  11 Jun 25 01:05:44     6ø
RS-48               12 Jun 25 12:54:55  12 Jun 25 12:58:23    12ø
RS-48               13 Jun 25 00:36:34  13 Jun 25 00:40:01    12ø
RS-48               13 Jun 25 13:22:12  13 Jun 25 13:25:22     6ø
RS-48               14 Jun 25 01:03:42  14 Jun 25 01:06:50     6ø
RS-48               15 Jun 25 12:54:43  15 Jun 25 12:58:02     9ø
RS-48               16 Jun 25 00:35:55  16 Jun 25 00:39:12     8ø
RS-48               16 Jun 25 13:20:55  16 Jun 25 13:24:13     9ø
RS-48               17 Jun 25 01:01:57  17 Jun 25 01:05:14     9ø
RS-48               18 Jun 25 12:51:50  18 Jun 25 12:54:48     5ø
RS-48               19 Jun 25 00:32:37  19 Jun 25 00:35:31     5ø
RS-48               19 Jun 25 13:16:51  19 Jun 25 13:20:19    18ø
RS-48               20 Jun 25 00:57:26  20 Jun 25 01:00:53    21ø
RS-48               20 Jun 25 13:42:48  20 Jun 25 13:44:11     1ø
RS-48               21 Jun 25 01:23:17  21 Jun 25 01:24:41     1ø
RS-48               21 Jun 25 12:46:26  21 Jun 25 12:48:32     2ø
RS-48               22 Jun 25 00:26:51  22 Jun 25 00:28:46     1ø

KKS-1                6 Jun 25 22:27:08   6 Jun 25 22:37:38    13ø
KKS-1                7 Jun 25 00:02:04   7 Jun 25 00:14:26    31ø
KKS-1                7 Jun 25 10:27:26   7 Jun 25 10:34:56     4ø
KKS-1                7 Jun 25 12:00:55   7 Jun 25 12:13:58    66ø
KKS-1                7 Jun 25 13:41:53   7 Jun 25 13:43:47     0ø
KKS-1                7 Jun 25 22:44:49   7 Jun 25 22:56:38    22ø
KKS-1                8 Jun 25 00:21:02   8 Jun 25 00:32:26    18ø
KKS-1                8 Jun 25 10:44:40   8 Jun 25 10:54:47    10ø
KKS-1                8 Jun 25 12:19:31   8 Jun 25 12:32:10    36ø
KKS-1                8 Jun 25 23:02:48   8 Jun 25 23:15:24    38ø
KKS-1                9 Jun 25 00:40:23   9 Jun 25 00:50:08    10ø
KKS-1                9 Jun 25 11:02:24   9 Jun 25 11:14:04    19ø
KKS-1                9 Jun 25 12:38:21   9 Jun 25 12:50:06    21ø
KKS-1                9 Jun 25 21:50:48   9 Jun 25 21:53:28     1ø
KKS-1                9 Jun 25 23:21:00   9 Jun 25 23:33:59    69ø
KKS-1               10 Jun 25 01:00:19  10 Jun 25 01:07:15     4ø
KKS-1               10 Jun 25 11:20:25  10 Jun 25 11:33:01    33ø
KKS-1               10 Jun 25 12:57:22  10 Jun 25 13:07:45    12ø
KKS-1               10 Jun 25 22:06:27  10 Jun 25 22:14:11     5ø
KKS-1               10 Jun 25 23:39:26  10 Jun 25 23:52:25    65ø
KKS-1               11 Jun 25 11:38:39  11 Jun 25 11:51:42    59ø
KKS-1               11 Jun 25 13:16:42  11 Jun 25 13:24:57     6ø
KKS-1               11 Jun 25 22:23:33  11 Jun 25 22:33:37    11ø

SWISS                6 Jun 25 20:59:52   6 Jun 25 21:08:32     6ø
SWISS                6 Jun 25 22:34:09   6 Jun 25 22:47:58    68ø
SWISS                7 Jun 25 00:17:52   7 Jun 25 00:19:38     0ø
SWISS                7 Jun 25 09:10:04   7 Jun 25 09:15:04     2ø
SWISS                7 Jun 25 10:43:15   7 Jun 25 10:57:11    79ø
SWISS                7 Jun 25 12:23:07   7 Jun 25 12:30:58     5ø
SWISS                7 Jun 25 21:36:05   7 Jun 25 21:48:31    21ø
SWISS                7 Jun 25 23:13:18   7 Jun 25 23:25:49    22ø
SWISS                8 Jun 25 09:45:26   8 Jun 25 09:56:56    14ø
SWISS                8 Jun 25 11:21:58   8 Jun 25 11:35:11    33ø
SWISS                8 Jun 25 20:42:15   8 Jun 25 20:45:45     1ø
SWISS                8 Jun 25 22:13:41   8 Jun 25 22:27:28    65ø
SWISS                8 Jun 25 23:53:50   9 Jun 25 00:02:24     6ø
SWISS                9 Jun 25 10:22:53   9 Jun 25 10:36:30    42ø
SWISS                9 Jun 25 12:01:25   9 Jun 25 12:12:04    11ø
SWISS                9 Jun 25 21:16:31   9 Jun 25 21:27:21    12ø
SWISS                9 Jun 25 22:52:17   9 Jun 25 23:05:43    40ø
SWISS               10 Jun 25 09:26:04  10 Jun 25 09:35:05     6ø
SWISS               10 Jun 25 11:01:11  10 Jun 25 11:15:00    61ø
